id,name,type,criticality
COMP_00580,Component CONDITION 42,Plastic,Medium
COMP_00581,Component SISTER 10,Plastic,Low
COMP_00582,Component NOTHING 65,Electronic,Medium
COMP_00583,Component OPPORTUNITY 51,Chemical,High
COMP_00584,Component SOUTH 22,Plastic,Medium
COMP_00585,Component CHALLENGE 90,Electronic,High
COMP_00586,Component MANAGE 76,Plastic,High
COMP_00587,Component JOIN 30,Electronic,Medium
COMP_00588,Component SAY 70,Metal,High
COMP_00589,Component DISCUSS 82,Chemical,Low
COMP_00590,Component EXPECT 29,Metal,Low
COMP_00591,Component DETERMINE 96,Plastic,High
COMP_00592,Component STUFF 62,Chemical,Low
COMP_00593,Component PICK 79,Plastic,Medium
COMP_00594,Component EVERYONE 63,Electronic,High
COMP_00595,Component LAY 66,Metal,Low
COMP_00596,Component EARLY 67,Plastic,Low
COMP_00597,Component HOT 13,Chemical,Medium
COMP_00598,Component LIKELY 95,Chemical,Medium
COMP_00599,Component SIMILAR 93,Plastic,High
COMP_00600,Component BODY 10,Electronic,Low
COMP_00601,Component NIGHT 91,Plastic,Medium
COMP_00602,Component SUCCESS 95,Chemical,Medium
COMP_00603,Component ROOM 84,Plastic,Low
COMP_00604,Component SURE 54,Chemical,Low
COMP_00605,Component NEWSPAPER 66,Electronic,Low
COMP_00606,Component INTEREST 45,Electronic,High
COMP_00607,Component PUBLIC 42,Chemical,Medium
COMP_00608,Component NOTE 55,Metal,Low
COMP_00609,Component SONG 96,Plastic,Medium
COMP_00610,Component DEBATE 32,Metal,High
COMP_00611,Component FREE 48,Chemical,Low
COMP_00612,Component FAR 78,Electronic,Low
COMP_00613,Component MARRIAGE 91,Electronic,High
COMP_00614,Component DURING 47,Metal,Medium
COMP_00615,Component THIRD 23,Electronic,Medium
COMP_00616,Component MAN 50,Metal,Medium
COMP_00617,Component FEELING 17,Chemical,High
COMP_00618,Component GO 14,Electronic,High
COMP_00619,Component MAGAZINE 68,Plastic,Low
COMP_00620,Component BRING 68,Chemical,Medium
COMP_00621,Component FOREIGN 28,Metal,Low
COMP_00622,Component THEY 68,Electronic,Medium
COMP_00623,Component ROLE 62,Chemical,Medium
COMP_00624,Component STRUCTURE 48,Electronic,High
COMP_00625,Component LIKELY 84,Metal,Low
COMP_00626,Component CRIME 90,Electronic,Medium
COMP_00627,Component LIST 35,Chemical,High
COMP_00628,Component EVERYTHING 44,Metal,Medium
COMP_00629,Component YARD 40,Metal,Medium
COMP_00630,Component REPRESENT 20,Electronic,Low
COMP_00631,Component SIX 50,Plastic,High
COMP_00632,Component LOSE 65,Plastic,Medium
COMP_00633,Component PHYSICAL 30,Chemical,Low
COMP_00634,Component WIND 80,Chemical,High
COMP_00635,Component DEFENSE 24,Plastic,High
COMP_00636,Component CANDIDATE 24,Plastic,Medium
COMP_00637,Component TYPE 58,Metal,High
COMP_00638,Component RISE 40,Electronic,Low
COMP_00639,Component RATHER 60,Chemical,Low
COMP_00640,Component TELL 86,Plastic,Medium
COMP_00641,Component PLAN 18,Chemical,Medium
COMP_00642,Component NOTICE 96,Chemical,Low
COMP_00643,Component AGREE 62,Plastic,Low
COMP_00644,Component LETTER 76,Electronic,Medium
COMP_00645,Component BACK 63,Electronic,Medium
COMP_00646,Component CAREER 94,Electronic,Low
COMP_00647,Component END 85,Metal,Medium
COMP_00648,Component CUSTOMER 35,Metal,Low
COMP_00649,Component LANGUAGE 76,Electronic,High
COMP_00650,Component LEVEL 94,Metal,High
COMP_00651,Component MUST 67,Electronic,Low
COMP_00652,Component BOARD 37,Plastic,Medium
COMP_00653,Component RETURN 29,Electronic,High
COMP_00654,Component CHECK 65,Chemical,Low
COMP_00655,Component SHAKE 78,Chemical,Medium
COMP_00656,Component BOX 71,Plastic,Low
COMP_00657,Component GLASS 89,Chemical,Medium
COMP_00658,Component HEAR 36,Chemical,Medium
COMP_00659,Component EXPECT 68,Electronic,Low
COMP_00660,Component WRITE 89,Metal,Medium
COMP_00661,Component SUBJECT 48,Electronic,Medium
COMP_00662,Component SOURCE 39,Metal,High
COMP_00663,Component COLLECTION 66,Plastic,Low
COMP_00664,Component THEN 53,Metal,Low
COMP_00665,Component DISCUSS 80,Metal,Low
COMP_00666,Component LEG 58,Electronic,Low
COMP_00667,Component ELSE 47,Chemical,Medium
COMP_00668,Component PERFORM 24,Plastic,Low
COMP_00669,Component RESULT 20,Metal,Medium
COMP_00670,Component PERHAPS 16,Metal,Low
COMP_00671,Component LIVE 31,Plastic,High
COMP_00672,Component LIVE 74,Electronic,Low
COMP_00673,Component RECORD 58,Electronic,Medium
COMP_00674,Component SCIENCE 34,Chemical,Medium
COMP_00675,Component YARD 54,Plastic,Medium
COMP_00676,Component AGAIN 92,Chemical,Medium
COMP_00677,Component EXPERIENCE 41,Plastic,Low
COMP_00678,Component RESOURCE 78,Electronic,High
COMP_00679,Component BOARD 26,Chemical,Medium
COMP_00680,Component ENOUGH 74,Plastic,High
COMP_00681,Component THERE 76,Metal,Medium
COMP_00682,Component SCHOOL 66,Plastic,High
COMP_00683,Component GREAT 48,Chemical,High
COMP_00684,Component WHOSE 33,Metal,Medium
COMP_00685,Component NOW 95,Electronic,Low
COMP_00686,Component NONE 85,Metal,Medium
COMP_00687,Component WELL 93,Chemical,Medium
COMP_00688,Component JOB 55,Plastic,Medium
COMP_00689,Component BECAUSE 88,Chemical,Low
COMP_00690,Component DIRECTION 41,Chemical,Low
COMP_00691,Component INDICATE 98,Electronic,High
COMP_00692,Component EXPECT 35,Plastic,Low
COMP_00693,Component DAY 69,Electronic,High
COMP_00694,Component CITY 68,Electronic,Medium
COMP_00695,Component EITHER 50,Electronic,High
COMP_00696,Component HOLD 24,Chemical,Low
COMP_00697,Component ORGANIZATION 36,Chemical,Medium
COMP_00698,Component SOLDIER 18,Metal,Medium
COMP_00699,Component US 30,Plastic,Low
COMP_00700,Component WIFE 80,Electronic,Medium
COMP_00701,Component ALONE 84,Plastic,Medium
COMP_00702,Component INSIDE 40,Plastic,Medium
COMP_00703,Component EIGHT 53,Plastic,Low
COMP_00704,Component CARE 91,Chemical,Low
COMP_00705,Component VOICE 45,Plastic,High
COMP_00706,Component MOUTH 66,Plastic,Low
COMP_00707,Component LOT 89,Chemical,High
COMP_00708,Component LIVE 92,Metal,High
COMP_00709,Component FULL 14,Electronic,Medium
COMP_00710,Component SOMETIMES 76,Metal,High
COMP_00711,Component GROUP 31,Metal,Medium
COMP_00712,Component YES 88,Metal,Medium
COMP_00713,Component EVER 96,Chemical,High
COMP_00714,Component SERVE 62,Plastic,Low
COMP_00715,Component MORE 58,Chemical,Low
COMP_00716,Component FEELING 25,Electronic,Medium
COMP_00717,Component ALWAYS 54,Plastic,High
COMP_00718,Component THREAT 61,Plastic,Low
COMP_00719,Component ADMINISTRATION 20,Plastic,Low
COMP_00720,Component FEAR 40,Plastic,Medium
COMP_00721,Component CITIZEN 57,Electronic,High
COMP_00722,Component AUTHOR 96,Electronic,High
COMP_00723,Component SUPPORT 97,Electronic,Medium
COMP_00724,Component ABOUT 61,Electronic,Medium
COMP_00725,Component STAY 64,Chemical,Medium
COMP_00726,Component REVEAL 94,Metal,High
COMP_00727,Component PICTURE 23,Metal,Medium
COMP_00728,Component PART 12,Electronic,High
COMP_00729,Component MENTION 44,Metal,High
COMP_00730,Component PERFORMANCE 14,Electronic,High
COMP_00731,Component SAFE 64,Metal,High
COMP_00732,Component NATURE 87,Metal,Medium
COMP_00733,Component NATIONAL 77,Metal,Low
COMP_00734,Component GOAL 64,Electronic,Low
COMP_00735,Component MACHINE 87,Chemical,High
COMP_00736,Component INVOLVE 77,Chemical,Low
COMP_00737,Component SEE 18,Electronic,Medium
COMP_00738,Component ABOVE 35,Electronic,High
COMP_00739,Component AUTHORITY 94,Electronic,Medium
COMP_00740,Component RESPOND 52,Electronic,Medium
COMP_00741,Component OWNER 79,Electronic,Low
COMP_00742,Component INTO 44,Chemical,Low
COMP_00743,Component SENSE 23,Plastic,Low
COMP_00744,Component KEY 52,Chemical,High
COMP_00745,Component WHITE 14,Electronic,High
COMP_00746,Component RECEIVE 36,Plastic,High
COMP_00747,Component IN 67,Electronic,Medium
COMP_00748,Component RIGHT 17,Metal,Low
COMP_00749,Component LETTER 16,Plastic,Medium
COMP_00750,Component PAGE 94,Plastic,Low
COMP_00751,Component DEMOCRATIC 93,Electronic,High
COMP_00752,Component TEST 79,Chemical,High
COMP_00753,Component PARTY 84,Electronic,Low
COMP_00754,Component OTHERS 93,Plastic,Low
COMP_00755,Component SIT 85,Plastic,Low
COMP_00756,Component CULTURE 38,Metal,Medium
COMP_00757,Component MINUTE 54,Plastic,Low
COMP_00758,Component WIND 92,Metal,Medium
COMP_00759,Component NOTE 87,Metal,High
COMP_00760,Component REPORT 36,Metal,High
COMP_00761,Component WRITE 20,Metal,High
COMP_00762,Component DAY 48,Metal,Low
COMP_00763,Component IMPORTANT 28,Plastic,High
COMP_00764,Component PULL 94,Metal,Low
COMP_00765,Component SEND 98,Electronic,Low
COMP_00766,Component ALMOST 61,Electronic,Low
COMP_00767,Component TRIP 27,Metal,Medium
COMP_00768,Component STAR 64,Electronic,Medium
COMP_00769,Component SCORE 93,Chemical,High
COMP_00770,Component TOGETHER 43,Plastic,Medium
COMP_00771,Component WE 93,Metal,Low
COMP_00772,Component MINUTE 87,Electronic,Low
COMP_00773,Component PARTY 13,Chemical,High
COMP_00774,Component NATURAL 81,Electronic,High
COMP_00775,Component PICTURE 81,Chemical,Medium
COMP_00776,Component ANALYSIS 58,Chemical,High
COMP_00777,Component SEND 49,Plastic,Low
COMP_00778,Component TO 35,Plastic,High
COMP_00779,Component OUR 93,Metal,High
COMP_00780,Component MESSAGE 41,Plastic,High
COMP_00781,Component SIMPLY 68,Plastic,Low
COMP_00782,Component RESPONSE 68,Electronic,Low
COMP_00783,Component WOULD 96,Electronic,High
COMP_00784,Component NONE 97,Electronic,Low
COMP_00785,Component YOUR 35,Chemical,Low
COMP_00786,Component PLACE 36,Chemical,Low
COMP_00787,Component PROFESSIONAL 71,Plastic,Low
COMP_00788,Component COVER 63,Electronic,Medium
COMP_00789,Component TAX 17,Metal,Low
COMP_00790,Component ADMIT 57,Electronic,Low
COMP_00791,Component MONEY 60,Metal,High
COMP_00792,Component REASON 94,Chemical,High
COMP_00793,Component WEST 46,Plastic,High
COMP_00794,Component SHOULDER 67,Metal,Medium
COMP_00795,Component PART 31,Plastic,Low
COMP_00796,Component MUCH 11,Metal,Medium
COMP_00797,Component EASY 94,Metal,Medium
COMP_00798,Component YOUR 10,Metal,Medium
COMP_00799,Component SCENE 40,Metal,Low
COMP_00800,Component EITHER 61,Metal,Medium
COMP_00801,Component NATURE 27,Chemical,Low
COMP_00802,Component AVOID 26,Metal,High
COMP_00803,Component UNTIL 48,Electronic,Low
COMP_00804,Component ADD 85,Chemical,Medium
COMP_00805,Component BOX 20,Electronic,Low
COMP_00806,Component WEST 33,Metal,High
COMP_00807,Component SOMETIMES 90,Plastic,Low
COMP_00808,Component CURRENT 83,Chemical,Medium
COMP_00809,Component INTERNATIONAL 63,Chemical,High
COMP_00810,Component UNTIL 82,Plastic,High
COMP_00811,Component CASE 58,Plastic,High
COMP_00812,Component FAST 55,Electronic,Medium
COMP_00813,Component ACCEPT 18,Metal,Low
COMP_00814,Component MOVEMENT 38,Metal,High
COMP_00815,Component SIX 28,Plastic,Medium
COMP_00816,Component CUT 32,Metal,Low
COMP_00817,Component BEAT 37,Plastic,High
COMP_00818,Component POOR 36,Metal,Low
COMP_00819,Component GOOD 21,Metal,Low
COMP_00820,Component STREET 14,Electronic,High
COMP_00821,Component RESPONSE 16,Plastic,High
COMP_00822,Component CITIZEN 31,Plastic,Medium
COMP_00823,Component SENIOR 10,Metal,Low
COMP_00824,Component SEAT 26,Metal,High
COMP_00825,Component HUMAN 10,Plastic,High
COMP_00826,Component EVERY 72,Metal,Low
COMP_00827,Component STAGE 31,Electronic,Medium
COMP_00828,Component INDICATE 55,Metal,Low
COMP_00829,Component MEET 12,Metal,Medium
COMP_00830,Component FEELING 55,Chemical,High
COMP_00831,Component TWO 37,Electronic,High
COMP_00832,Component ENTIRE 65,Electronic,Medium
COMP_00833,Component WITH 30,Metal,High
COMP_00834,Component FUND 24,Plastic,Low
COMP_00835,Component ITS 77,Chemical,Medium
COMP_00836,Component ROCK 48,Metal,Medium
COMP_00837,Component VALUE 41,Electronic,Medium
COMP_00838,Component DATA 39,Plastic,High
COMP_00839,Component SHORT 63,Metal,Medium
COMP_00840,Component SHAKE 62,Metal,Low
COMP_00841,Component THOSE 14,Chemical,Medium
COMP_00842,Component COULD 39,Metal,Medium
COMP_00843,Component CHECK 27,Chemical,High
COMP_00844,Component WOULD 41,Chemical,Medium
COMP_00845,Component QUICKLY 72,Plastic,High
COMP_00846,Component WHOLE 80,Electronic,Low
COMP_00847,Component SIMPLE 84,Electronic,Medium
COMP_00848,Component GET 28,Electronic,Low
COMP_00849,Component AGENCY 73,Plastic,Medium
COMP_00850,Component HISTORY 88,Plastic,Low
COMP_00851,Component FOCUS 49,Metal,Low
COMP_00852,Component RANGE 48,Electronic,Low
COMP_00853,Component IDEA 40,Chemical,High
COMP_00854,Component MAN 81,Plastic,Low
COMP_00855,Component SINCE 88,Plastic,Low
COMP_00856,Component NEARLY 35,Chemical,Low
COMP_00857,Component TREATMENT 75,Plastic,Low
COMP_00858,Component NEAR 78,Plastic,Low
COMP_00859,Component THEMSELVES 78,Plastic,Medium
COMP_00860,Component RECENT 96,Metal,High
COMP_00861,Component FIELD 11,Metal,High
COMP_00862,Component MONTH 79,Plastic,Low
COMP_00863,Component TURN 18,Metal,Low
COMP_00864,Component ONLY 16,Plastic,High
COMP_00865,Component THOUSAND 21,Chemical,Medium
COMP_00866,Component THIRD 80,Plastic,High
COMP_00867,Component THANK 21,Plastic,Medium
COMP_00868,Component ACTIVITY 82,Chemical,Medium
COMP_00869,Component SOLDIER 79,Chemical,Low
COMP_00870,Component THEMSELVES 34,Metal,Low
COMP_00871,Component WANT 76,Chemical,Low
COMP_00872,Component HOUSE 40,Plastic,High
COMP_00873,Component PARTICIPANT 15,Plastic,Low
COMP_00874,Component GLASS 39,Plastic,High
COMP_00875,Component EVERYBODY 43,Electronic,Low
COMP_00876,Component MEASURE 18,Chemical,High
COMP_00877,Component FEW 79,Electronic,Medium
COMP_00878,Component COURSE 80,Electronic,Low
COMP_00879,Component ACCOUNT 53,Chemical,Low
COMP_00880,Component AIR 97,Chemical,Low
COMP_00881,Component CARE 28,Plastic,High
COMP_00882,Component NO 46,Chemical,Low
COMP_00883,Component OVER 64,Plastic,Medium
COMP_00884,Component SIMPLY 62,Electronic,Medium
COMP_00885,Component CHURCH 95,Chemical,High
COMP_00886,Component DOOR 67,Metal,Low
COMP_00887,Component FLY 53,Plastic,Low
COMP_00888,Component SUCCESS 71,Metal,Medium
COMP_00889,Component DO 45,Plastic,Medium
COMP_00890,Component RECENTLY 86,Metal,Medium
COMP_00891,Component LOCAL 15,Plastic,High
COMP_00892,Component TREE 86,Plastic,Medium
COMP_00893,Component BETWEEN 58,Electronic,Medium
COMP_00894,Component FINE 38,Plastic,Low
COMP_00895,Component TREATMENT 61,Electronic,Medium
COMP_00896,Component CONTINUE 74,Plastic,Medium
COMP_00897,Component TODAY 73,Electronic,Medium
COMP_00898,Component SECOND 99,Chemical,Medium
COMP_00899,Component FEEL 10,Electronic,High
COMP_00900,Component DATA 30,Chemical,Low
COMP_00901,Component REQUIRE 29,Chemical,High
COMP_00902,Component MOST 16,Electronic,High
COMP_00903,Component RECEIVE 67,Electronic,Low
COMP_00904,Component MY 13,Chemical,Medium
COMP_00905,Component AS 75,Electronic,Low
COMP_00906,Component STORY 34,Metal,Medium
COMP_00907,Component CAN 96,Chemical,High
COMP_00908,Component ELSE 89,Electronic,Low
COMP_00909,Component WHETHER 79,Electronic,Medium
COMP_00910,Component SERVICE 77,Plastic,High
COMP_00911,Component MAIN 91,Plastic,Medium
COMP_00912,Component TREE 97,Plastic,Medium
COMP_00913,Component WHY 19,Electronic,Low
COMP_00914,Component COULD 45,Metal,Low
COMP_00915,Component RECEIVE 86,Chemical,Low
COMP_00916,Component EXPLAIN 64,Electronic,Low
COMP_00917,Component POLITICAL 81,Metal,High
COMP_00918,Component CLOSE 25,Chemical,High
COMP_00919,Component NORTH 30,Plastic,Low
COMP_00920,Component OLD 98,Electronic,High
COMP_00921,Component TRIAL 62,Chemical,Medium
COMP_00922,Component FINE 76,Metal,Low
COMP_00923,Component THE 94,Chemical,Medium
COMP_00924,Component ALMOST 51,Chemical,High
COMP_00925,Component STAY 68,Chemical,High
COMP_00926,Component SING 57,Plastic,High
COMP_00927,Component STUDY 81,Chemical,Low
COMP_00928,Component OWNER 67,Chemical,High
COMP_00929,Component INTERESTING 94,Plastic,Medium
COMP_00930,Component POLICY 85,Chemical,Low
COMP_00931,Component SPEECH 20,Chemical,High
COMP_00932,Component KIND 26,Plastic,High
COMP_00933,Component FREE 76,Electronic,High
COMP_00934,Component MILLION 66,Electronic,Medium
COMP_00935,Component DOG 35,Metal,Medium
COMP_00936,Component NEWSPAPER 90,Chemical,Medium
COMP_00937,Component RIGHT 66,Metal,High
COMP_00938,Component VISIT 62,Chemical,High
COMP_00939,Component GREAT 37,Metal,Medium
COMP_00940,Component EAST 76,Electronic,Low
COMP_00941,Component PRODUCT 63,Electronic,Medium
COMP_00942,Component MAKE 94,Metal,Medium
COMP_00943,Component FORWARD 49,Electronic,Medium
COMP_00944,Component THOUGHT 98,Chemical,Low
COMP_00945,Component YARD 15,Metal,High
COMP_00946,Component BOY 78,Metal,High
COMP_00947,Component CONTROL 13,Chemical,Medium
COMP_00948,Component WORRY 90,Plastic,High
COMP_00949,Component CITY 88,Chemical,Low
COMP_00950,Component ACTUALLY 45,Electronic,High
COMP_00951,Component MEMORY 41,Metal,Medium
COMP_00952,Component CERTAIN 53,Electronic,High
COMP_00953,Component BED 26,Metal,High
COMP_00954,Component THANK 19,Plastic,High
COMP_00955,Component TOP 97,Electronic,Medium
COMP_00956,Component FRIEND 31,Electronic,Medium
COMP_00957,Component STYLE 76,Metal,Medium
COMP_00958,Component OWN 42,Plastic,High
COMP_00959,Component RESPOND 97,Electronic,Medium
COMP_00960,Component OF 38,Plastic,Low
COMP_00961,Component PROPERTY 79,Metal,Medium
COMP_00962,Component WORD 17,Electronic,High
COMP_00963,Component ANYONE 58,Metal,Low
COMP_00964,Component GIRL 54,Electronic,Low
COMP_00965,Component IF 34,Plastic,High
COMP_00966,Component ACCEPT 19,Plastic,High
COMP_00967,Component COST 48,Metal,High
COMP_00968,Component WHO 79,Metal,Medium
COMP_00969,Component CREATE 84,Plastic,Low
COMP_00970,Component CITIZEN 76,Metal,Medium
COMP_00971,Component EXIST 27,Chemical,Low
COMP_00972,Component MISSION 63,Electronic,Medium
COMP_00973,Component REACH 71,Electronic,Medium
COMP_00974,Component ALSO 86,Chemical,Medium
COMP_00975,Component DURING 47,Metal,Low
COMP_00976,Component CONCERN 60,Electronic,Medium
COMP_00977,Component PUT 92,Electronic,Low
COMP_00978,Component WILL 26,Plastic,Low
COMP_00979,Component ROAD 33,Metal,Medium
COMP_00980,Component BECOME 18,Chemical,High
COMP_00981,Component ECONOMIC 68,Metal,High
COMP_00982,Component STATION 20,Electronic,Medium
COMP_00983,Component THROUGH 17,Electronic,Medium
COMP_00984,Component SHOULDER 30,Plastic,Medium
COMP_00985,Component TOUGH 89,Chemical,Low
COMP_00986,Component CUT 89,Electronic,Low
COMP_00987,Component MAJORITY 30,Chemical,Low
COMP_00988,Component NOR 71,Metal,Low
COMP_00989,Component UNDER 82,Plastic,Low
COMP_00990,Component VIEW 30,Chemical,Low
COMP_00991,Component ADULT 92,Plastic,Low
COMP_00992,Component ARTIST 21,Plastic,Low
COMP_00993,Component IMPORTANT 24,Electronic,High
COMP_00994,Component NOTE 89,Chemical,Low
COMP_00995,Component FOR 70,Chemical,High
COMP_00996,Component ACTION 33,Plastic,High
COMP_00997,Component POWER 61,Electronic,Medium
COMP_00998,Component RIGHT 62,Metal,Medium
COMP_00999,Component ISSUE 81,Chemical,Medium
COMP_01000,Component FALL 95,Chemical,High
COMP_01001,Component CHOOSE 95,Plastic,High
COMP_01002,Component PAGE 12,Plastic,Medium
COMP_01003,Component TEND 58,Chemical,Low
COMP_01004,Component DURING 63,Metal,High
COMP_01005,Component OPPORTUNITY 54,Metal,Medium
COMP_01006,Component TODAY 90,Chemical,Medium
COMP_01007,Component HIGH 87,Metal,High
COMP_01008,Component GENERAL 90,Electronic,High
COMP_01009,Component HIT 70,Electronic,Low
COMP_01010,Component AMONG 98,Metal,High
COMP_01011,Component LEG 62,Metal,Medium
COMP_01012,Component PRODUCT 46,Metal,Low
COMP_01013,Component PEACE 39,Metal,Low
COMP_01014,Component CURRENT 21,Metal,High
COMP_01015,Component CONTINUE 72,Electronic,Medium
COMP_01016,Component STATE 46,Plastic,Medium
COMP_01017,Component TRIAL 71,Metal,High
