id,name,tier,country_id,esg_score,carbon_intensity
SUP_T1_00372,Drake-Wolfe Mfg,1,BJ,81.4,193.8
SUP_T1_00373,"Johnson, Haynes and Meza Mfg",1,BW,81.7,441.3
SUP_T1_00374,"Thomas, Vaughan and Copeland Mfg",1,UY,70.1,377.4
SUP_T1_00375,Weaver-Thompson Mfg,1,PL,72.7,249.1
SUP_T1_00376,Davis and Sons Mfg,1,DZ,93.4,425.1
SUP_T1_00377,"Robinson, Fox and Smith Mfg",1,UY,86.5,234.6
SUP_T1_00378,"Harris, Anderson and Love Mfg",1,SN,92.5,399.9
SUP_T1_00379,Brown-Hernandez Mfg,1,LA,60.9,220.5
SUP_T1_00380,"Stark, Schroeder and Mathis Mfg",1,PK,74.7,168.2
SUP_T1_00381,Yu-Brooks Mfg,1,JP,66.9,293.2
SUP_T1_00382,"Foster, Garcia and Turner Mfg",1,NP,89.4,448.1
SUP_T1_00383,Daugherty Ltd Mfg,1,ST,52.3,316.8
SUP_T1_00384,Conner-Yu Mfg,1,CU,50.8,465.4
SUP_T1_00385,"Stewart, Mann and Hoffman Mfg",1,NO,72.1,10.3
SUP_T1_00386,"Buchanan, Walker and Chapman Mfg",1,TN,60.1,347.4
SUP_T1_00387,Gray Ltd Mfg,1,PE,94.1,157.9
SUP_T1_00388,"Phillips, Thompson and Smith Mfg",1,HR,54.7,186.6
SUP_T1_00389,"Fry, Myers and Gamble Mfg",1,HT,68.6,452.9
SUP_T1_00390,"Johnson, Guzman and Mccall Mfg",1,GM,52.6,316.5
SUP_T1_00391,"Walker, Cunningham and Zuniga Mfg",1,MT,71.5,54.7
SUP_T1_00392,Rivera Inc Mfg,1,TJ,50.1,243.6
SUP_T1_00393,Reed LLC Mfg,1,PE,79.7,264.5
SUP_T1_00394,Fields Inc Mfg,1,BA,50.5,350.8
SUP_T1_00395,"Santiago, Daniel and Rogers Mfg",1,NL,99.4,216.9
SUP_T1_00396,Baker and Sons Mfg,1,PE,73.9,122.2
SUP_T1_00397,"Jones, Scott and Rodriguez Mfg",1,UY,86.5,60.2
SUP_T1_00398,Williams Group Mfg,1,MN,68.4,156.6
SUP_T1_00399,"Barnes, Jackson and Gutierrez Mfg",1,IR,88.7,379.0
SUP_T1_00400,Bell-Bennett Mfg,1,IT,82.1,341.8
SUP_T1_00401,Kramer-Lane Mfg,1,AU,76.5,14.2
SUP_T1_00402,"Perez, Hayes and Lloyd Mfg",1,GM,72.0,364.0
SUP_T1_00403,Phillips LLC Mfg,1,DJ,96.0,311.9
SUP_T1_00404,Lynn-Jones Mfg,1,BA,93.0,52.5
SUP_T1_00405,Barron and Sons Mfg,1,TJ,57.0,70.3
SUP_T1_00406,"Jones, Mcmahon and Spence Mfg",1,TH,67.6,220.4
SUP_T1_00407,Wheeler-Austin Mfg,1,IT,62.4,325.9
SUP_T1_00408,Bush-Reynolds Mfg,1,YE,77.7,304.0
SUP_T1_00409,"Martin, Preston and Moore Mfg",1,JP,88.9,348.3
SUP_T1_00410,Rivera and Sons Mfg,1,ZW,60.3,307.4
SUP_T1_00411,Terry-Bowen Mfg,1,LY,87.4,154.8
SUP_T1_00412,"Fernandez, Guerrero and Evans Mfg",1,ST,89.2,399.0
SUP_T1_00413,Williams PLC Mfg,1,TG,74.7,65.2
SUP_T1_00414,"Larsen, Hernandez and Ward Mfg",1,TV,81.9,44.8
SUP_T1_00415,Miller-Colon Mfg,1,AR,99.3,467.6
SUP_T1_00416,"Greene, Gonzalez and Johnson Mfg",1,PE,69.3,421.1
SUP_T1_00417,Little Inc Mfg,1,GH,68.3,344.6
SUP_T1_00418,Anthony-Parker Mfg,1,SO,97.7,387.5
SUP_T1_00419,Ruiz-Jacobson Mfg,1,IS,79.4,16.8
SUP_T1_00420,Davis-Stephens Mfg,1,PK,52.0,39.6
SUP_T1_00421,Watson Group Mfg,1,LA,75.3,318.0
SUP_T1_00422,Lopez-Williams Mfg,1,SA,88.4,217.6
SUP_T1_00423,Marshall-Perez Mfg,1,BG,54.1,272.9
SUP_T1_00424,Elliott-Hernandez Mfg,1,DJ,63.9,161.9
SUP_T1_00425,"Contreras, Miller and Cooper Mfg",1,TW,96.0,487.4
SUP_T1_00426,"Gutierrez, Avila and Perez Mfg",1,DJ,76.8,201.5
SUP_T1_00427,Randall PLC Mfg,1,AU,65.5,224.4
SUP_T1_00428,Sheppard-Mcdaniel Mfg,1,TG,52.9,52.2
SUP_T1_00429,Armstrong-Young Mfg,1,SB,55.8,310.0
SUP_T1_00430,Miller-Orr Mfg,1,UA,65.5,373.4
SUP_T1_00431,"Johnson, Duncan and Black Mfg",1,LU,56.0,356.9
SUP_T1_00432,"Byrd, Oliver and Martinez Mfg",1,AR,58.2,477.0
SUP_T1_00433,Thompson-Joyce Mfg,1,CG,75.9,413.0
SUP_T1_00434,Stokes and Sons Mfg,1,FI,58.3,72.2
SUP_T1_00435,Henderson Ltd Mfg,1,BJ,86.6,67.8
SUP_T1_00436,Harris-Carson Mfg,1,GR,66.8,220.4
SUP_T1_00437,Flowers LLC Mfg,1,UG,53.2,359.0
SUP_T1_00438,Bartlett-Sloan Mfg,1,BW,74.8,260.3
SUP_T1_00439,Miller PLC Mfg,1,UA,75.0,287.8
SUP_T1_00440,Arnold-Gates Mfg,1,PL,57.9,388.9
SUP_T1_00441,"Ellis, Marks and Buchanan Mfg",1,ME,61.4,259.3
SUP_T1_00442,"Matthews, Harrington and Rodriguez Mfg",1,GD,92.9,16.0
SUP_T1_00443,Hernandez PLC Mfg,1,GD,73.6,197.7
SUP_T1_00444,"Chang, Ayers and Buckley Mfg",1,DJ,58.9,480.6
SUP_T1_00445,"Chan, Floyd and Dillon Mfg",1,LK,77.6,457.8
SUP_T1_00446,Humphrey-Baker Mfg,1,GH,61.2,131.6
SUP_T1_00447,"Washington, Lynch and Johnson Mfg",1,MN,63.6,48.2
SUP_T1_00448,Powell-Montgomery Mfg,1,PL,56.0,339.9
SUP_T1_00449,"Steele, Williams and Preston Mfg",1,ST,59.0,404.1
SUP_T1_00450,Vaughn-Williams Mfg,1,GD,97.7,43.8
SUP_T1_00451,Mccall-Prince Mfg,1,CH,93.3,389.0
SUP_T1_00452,Morgan LLC Mfg,1,MM,66.4,281.0
SUP_T1_00453,Ramirez-Vasquez Mfg,1,AR,68.4,152.9
SUP_T1_00454,"Cohen, Compton and Perez Mfg",1,ZW,87.0,128.9
SUP_T1_00455,Mccann-Ramos Mfg,1,PL,79.6,251.7
SUP_T1_00456,Adams-Butler Mfg,1,IN,86.6,277.8
SUP_T1_00457,"Davis, Alexander and Mcintyre Mfg",1,YE,57.5,466.9
SUP_T1_00458,Figueroa-Malone Mfg,1,GR,61.6,179.7
SUP_T1_00459,Nicholson-Robertson Mfg,1,AR,97.5,10.7
SUP_T1_00460,Jones Ltd Mfg,1,IR,92.5,366.3
SUP_T1_00461,"Powell, Deleon and Warren Mfg",1,VC,60.3,491.7
SUP_T1_00462,"Johnson, Lee and Whitaker Mfg",1,GH,74.6,39.3
SUP_T1_00463,Wright Group Mfg,1,AF,85.6,55.6
SUP_T1_00464,Hull Ltd Mfg,1,MT,94.9,264.7
SUP_T1_00465,Hill Group Mfg,1,PL,72.9,376.5
SUP_T1_00466,"Sanders, Leblanc and Maldonado Mfg",1,TJ,75.3,322.2
SUP_T1_00467,Watson PLC Mfg,1,LA,53.7,288.2
SUP_T1_00468,Thompson-Harrell Mfg,1,SB,83.1,74.0
SUP_T1_00469,"Arnold, Cooper and Monroe Mfg",1,BZ,63.0,164.4
SUP_T1_00470,Curry-Barker Mfg,1,LA,85.0,370.3
SUP_T1_00471,Johnson-Williams Mfg,1,MN,72.6,124.5
SUP_T1_00472,"Chan, Lewis and Walker Mfg",1,IN,56.8,387.4
SUP_T1_00473,Byrd LLC Mfg,1,VC,57.8,90.5
SUP_T1_00474,"Ortiz, Smith and Deleon Mfg",1,CH,65.7,69.2
SUP_T1_00475,"Smith, Buck and Holland Mfg",1,SN,98.2,111.7
SUP_T1_00476,"Owen, Walker and Franklin Mfg",1,MM,73.2,427.7
SUP_T1_00477,Marquez-Fletcher Mfg,1,UY,57.9,346.2
SUP_T1_00478,Coleman-Bennett Mfg,1,GD,60.8,429.7
SUP_T1_00479,Stevens-Robinson Mfg,1,AF,54.6,131.6
SUP_T1_00480,Byrd-Holloway Mfg,1,SN,69.8,34.0
SUP_T1_00481,Silva-Smith Mfg,1,ZW,63.0,495.4
SUP_T1_00482,"Levy, Franco and Hoffman Mfg",1,GR,97.6,428.8
SUP_T1_00483,"Lynch, Evans and Rodriguez Mfg",1,YE,54.7,59.9
SUP_T1_00484,Rogers LLC Mfg,1,IT,56.1,40.2
SUP_T1_00485,"Nguyen, Hill and Douglas Mfg",1,CM,56.5,413.6
SUP_T1_00486,"Evans, Hernandez and Cannon Mfg",1,PL,84.3,469.4
SUP_T1_00487,Trujillo PLC Mfg,1,HT,79.1,136.8
SUP_T1_00488,Guerrero-Becker Mfg,1,BW,51.1,41.6
SUP_T1_00489,"Johnson, Jimenez and Phillips Mfg",1,BA,90.5,55.1
SUP_T1_00490,Sullivan-Doyle Mfg,1,IQ,56.1,471.7
SUP_T1_00491,"Erickson, Armstrong and Lee Mfg",1,ST,58.4,291.2
SUP_T1_00492,"Reeves, Parks and Little Mfg",1,LA,74.8,197.5
SUP_T1_00493,Knox-Powers Mfg,1,TN,58.6,115.2
SUP_T1_00494,"Evans, Jackson and Sandoval Mfg",1,BY,63.7,228.5
SUP_T1_00495,"White, Davis and Anderson Mfg",1,DJ,51.7,313.4
SUP_T1_00496,Hardy-Hansen Mfg,1,YE,82.4,254.5
SUP_T1_00497,Arroyo LLC Mfg,1,AE,53.0,147.1
SUP_T1_00498,"Davis, Kelly and Garner Mfg",1,IT,71.0,324.9
SUP_T1_00499,Fisher-Eaton Mfg,1,UG,62.5,497.1
SUP_T1_00500,Green-Carter Mfg,1,SM,89.7,494.8
SUP_T1_00501,Ruiz Ltd Mfg,1,SN,74.0,392.9
SUP_T1_00502,"Carpenter, Oliver and Kennedy Mfg",1,BN,95.6,256.2
SUP_T1_00503,Mason Ltd Mfg,1,TH,63.5,22.8
SUP_T1_00504,Moreno-Gutierrez Mfg,1,CM,51.5,407.2
SUP_T1_00505,Taylor and Sons Mfg,1,HR,52.9,495.9
SUP_T1_00506,Ortiz-Hudson Mfg,1,UG,67.9,296.2
SUP_T1_00507,Thomas-Huffman Mfg,1,MT,98.7,59.1
SUP_T1_00508,Maxwell Group Mfg,1,TG,63.3,410.0
SUP_T1_00509,Welch-Thompson Mfg,1,UA,88.2,474.4
SUP_T1_00510,"Brown, Hayes and Clark Mfg",1,TH,67.7,421.2
SUP_T1_00511,Johnston and Sons Mfg,1,LU,58.8,300.3
SUP_T1_00512,Glover-Chan Mfg,1,SN,95.7,23.8
SUP_T1_00513,Mendez Ltd Mfg,1,SN,97.4,286.2
SUP_T1_00514,Powell-Sanford Mfg,1,LY,91.8,407.1
SUP_T1_00515,Smith-Ferguson Mfg,1,TV,77.1,96.0
SUP_T1_00516,"Watson, Smith and Morris Mfg",1,LK,54.5,124.0
SUP_T1_00517,"Lee, Rhodes and Sims Mfg",1,CM,51.0,244.2
SUP_T1_00518,Perez LLC Mfg,1,IQ,95.9,108.7
SUP_T1_00519,Anderson-Reyes Mfg,1,PE,67.0,97.0
SUP_T1_00520,"Torres, Brown and Williams Mfg",1,GE,53.0,82.4
SUP_T1_00521,Bryant-Meyer Mfg,1,AF,88.7,424.8
SUP_T1_00522,"Morgan, Barron and Cowan Mfg",1,HN,98.0,193.1
SUP_T1_00523,Ferrell-Henry Mfg,1,LA,79.3,174.9
SUP_T1_00524,Martin Group Mfg,1,GE,56.8,87.2
SUP_T1_00525,Perez Ltd Mfg,1,SB,89.6,480.7
SUP_T1_00526,Clark Inc Mfg,1,MN,58.7,484.7
SUP_T1_00527,"Wagner, Martinez and Dawson Mfg",1,SN,61.2,298.6
SUP_T1_00528,Brooks Ltd Mfg,1,LU,68.9,369.7
SUP_T1_00529,Wise-Dean Mfg,1,BZ,56.4,367.1
SUP_T1_00530,"Vang, Stanley and Valdez Mfg",1,LA,92.5,387.7
SUP_T1_00531,Williams Inc Mfg,1,LK,59.1,165.9
SUP_T1_00532,Wallace-Martinez Mfg,1,CM,82.0,61.0
SUP_T1_00533,Wells-Hernandez Mfg,1,TV,57.0,375.2
SUP_T1_00534,"Jennings, Smith and Fisher Mfg",1,TG,67.3,166.6
SUP_T1_00535,Bates LLC Mfg,1,UY,91.1,338.3
SUP_T1_00536,"Obrien, Taylor and Rivas Mfg",1,IQ,72.3,140.0
SUP_T1_00537,Hunt PLC Mfg,1,YE,84.7,181.7
SUP_T1_00538,Campbell Inc Mfg,1,VC,86.0,33.6
SUP_T1_00539,Gonzalez-Gonzalez Mfg,1,BA,86.6,484.9
SUP_T1_00540,Decker-Dudley Mfg,1,KW,74.7,195.6
SUP_T1_00541,Warner-Phillips Mfg,1,SM,68.8,416.1
SUP_T1_00542,Kelley and Sons Mfg,1,CM,58.1,46.1
SUP_T1_00543,"Fitzpatrick, Rivera and Smith Mfg",1,LK,64.7,166.2
SUP_T1_00544,"Davis, Rodriguez and Andrews Mfg",1,VC,53.7,93.4
SUP_T1_00545,Hernandez-Davis Mfg,1,IR,58.0,46.8
SUP_T1_00546,"Jones, Cummings and Conway Mfg",1,UY,66.9,492.8
SUP_T1_00547,"Hall, Hinton and Phillips Mfg",1,AE,85.2,221.3
SUP_T1_00548,Williams-Li Mfg,1,GM,80.4,222.8
SUP_T1_00549,Phelps LLC Mfg,1,ST,55.1,110.7
SUP_T1_00550,"Edwards, Rodgers and Davis Mfg",1,LY,70.5,281.5
SUP_T1_00551,Smith and Sons Mfg,1,SM,63.3,147.9
SUP_T1_00552,"Holland, Murphy and Kline Mfg",1,TG,54.8,202.5
SUP_T1_00553,"Adams, Quinn and Watson Mfg",1,NP,57.7,186.8
SUP_T1_00554,White-Morales Mfg,1,TN,54.4,413.7
SUP_T1_00555,Nelson-Cruz Mfg,1,AE,60.0,22.6
SUP_T1_00556,Marsh-Banks Mfg,1,GM,81.9,488.8
SUP_T1_00557,Wilson Ltd Mfg,1,SO,92.2,161.1
SUP_T1_00558,"Brown, Dunlap and Moore Mfg",1,LA,73.5,448.5
SUP_T1_00559,Pruitt-Webb Mfg,1,FI,54.6,276.6
SUP_T1_00560,"Gregory, White and James Mfg",1,BY,68.6,196.9
SUP_T1_00561,Carr-Huffman Mfg,1,BY,72.3,139.0
SUP_T1_00562,"Mcpherson, Anderson and Knapp Mfg",1,CH,63.2,420.2
SUP_T1_00563,Clay Group Mfg,1,UA,57.6,351.3
SUP_T1_00564,Brown Ltd Mfg,1,TJ,54.3,178.5
SUP_T1_00565,Smith-Oneill Mfg,1,SM,70.7,380.7
SUP_T1_00566,"Saunders, Ray and Cunningham Mfg",1,MT,77.7,422.0
SUP_T1_00567,"Marks, Stone and Watts Mfg",1,CG,70.9,272.4
SUP_T1_00568,"Davis, Stanley and Wright Mfg",1,SO,78.6,125.5
SUP_T1_00569,Alvarado-Davidson Mfg,1,ZW,53.9,452.4
SUP_T1_00570,Combs PLC Mfg,1,LK,75.1,451.2
SUP_T1_00571,"Brown, Schneider and Moore Mfg",1,AF,56.0,381.0
SUP_T1_00572,Christian-Booth Mfg,1,LU,97.5,91.9
SUP_T1_00573,Walton LLC Mfg,1,PK,90.4,71.8
SUP_T1_00574,Rivera LLC Mfg,1,TN,53.9,344.7
SUP_T1_00575,Hunter PLC Mfg,1,IN,99.9,317.3
SUP_T1_00576,"Gray, Montoya and Miller Mfg",1,FI,66.0,366.3
SUP_T1_00577,Solis-West Mfg,1,AU,54.4,282.6
SUP_T1_00578,West-Wilson Mfg,1,GE,92.8,264.6
SUP_T1_00579,Mcgee-Smith Mfg,1,AR,89.3,315.3
SUP_T1_00580,Gutierrez-Hawkins Mfg,1,CG,89.1,65.1
SUP_T1_00581,Petersen PLC Mfg,1,DJ,57.4,298.1
SUP_T1_00582,"Walsh, Wu and Hart Mfg",1,TJ,96.2,285.7
SUP_T1_00583,"Powers, Clements and Cox Mfg",1,TJ,89.3,435.1
SUP_T1_00584,Velasquez Group Mfg,1,BN,93.9,139.4
SUP_T1_00585,Castro-Harvey Mfg,1,NP,78.6,241.8
SUP_T1_00586,Moran-Cox Mfg,1,LU,63.8,80.5
SUP_T1_00587,Wilson-Malone Mfg,1,BG,51.9,445.9
SUP_T1_00588,Smith LLC Mfg,1,IQ,84.5,34.2
SUP_T1_00589,"Brandt, Carter and Boyd Mfg",1,SO,96.0,449.5
SUP_T1_00590,"Rodriguez, Prince and Vasquez Mfg",1,IS,66.9,398.9
SUP_T1_00591,"Newton, Ortiz and King Mfg",1,MM,64.0,250.9
SUP_T1_00592,Lopez Group Mfg,1,TJ,98.6,121.7
SUP_T1_00593,Bryant and Sons Mfg,1,ZW,98.7,227.1
SUP_T1_00594,"Morgan, Sherman and Williams Mfg",1,GE,63.5,214.2
SUP_T1_00595,"Monroe, Chapman and Barton Mfg",1,UY,59.4,113.6
SUP_T1_00596,Ellis-Lawrence Mfg,1,KW,87.0,382.2
SUP_T1_00597,"Taylor, Porter and Moreno Mfg",1,PL,91.1,262.5
SUP_T1_00598,Tran Group Mfg,1,NO,53.3,357.7
SUP_T1_00599,"Webb, Romero and Morse Mfg",1,BG,56.8,427.1
SUP_T1_00600,Holt and Sons Mfg,1,GR,58.7,438.8
SUP_T1_00601,"Ochoa, Garcia and Sandoval Mfg",1,IN,91.8,132.3
SUP_T1_00602,"Andrade, Gordon and Cruz Mfg",1,CU,52.5,186.6
SUP_T1_00603,"Moon, Farmer and Hill Mfg",1,IN,63.7,413.5
SUP_T1_00604,Waller-Chavez Mfg,1,SA,69.8,462.3
SUP_T1_00605,Taylor PLC Mfg,1,GR,62.1,249.5
SUP_T1_00606,"Tanner, Hunt and Cameron Mfg",1,CV,58.9,436.5
SUP_T1_00607,"Valencia, Joseph and Walls Mfg",1,BN,67.2,420.5
SUP_T1_00608,"Robinson, Clark and Klein Mfg",1,FI,87.4,347.5
SUP_T1_00609,"Reed, Chambers and Zavala Mfg",1,JP,51.4,34.3
SUP_T1_00610,"Hester, Thompson and Daniels Mfg",1,PK,92.9,327.2
SUP_T1_00611,"Morris, Wilson and Bell Mfg",1,BD,63.5,210.7
SUP_T1_00612,Aguilar-Bender Mfg,1,IS,93.2,483.9
SUP_T1_00613,"Butler, Adkins and Skinner Mfg",1,AR,73.7,74.8
SUP_T1_00614,Rich-Henderson Mfg,1,LU,80.1,14.1
SUP_T1_00615,Mills Inc Mfg,1,ML,80.4,472.1
SUP_T1_00616,Thomas-Santiago Mfg,1,HR,71.2,194.5
SUP_T1_00617,Adams and Sons Mfg,1,BN,72.9,116.9
SUP_T1_00618,Vega-Thomas Mfg,1,ZW,83.9,413.9
SUP_T1_00619,Vaughn LLC Mfg,1,LA,79.2,13.6
SUP_T1_00620,Molina Inc Mfg,1,PL,78.1,300.9
SUP_T1_00621,Cervantes-Garcia Mfg,1,JP,64.9,63.0
SUP_T1_00622,"Stevenson, Hancock and Newton Mfg",1,AU,66.8,145.5
SUP_T1_00623,"Price, Dixon and Robles Mfg",1,GE,93.1,138.0
SUP_T1_00624,"Roberts, Beck and House Mfg",1,ZW,59.4,263.5
SUP_T1_00625,Butler-French Mfg,1,TG,95.0,404.7
SUP_T1_00626,"Edwards, Arnold and Smith Mfg",1,BG,83.0,343.6
SUP_T1_00627,Harris-Melton Mfg,1,GR,82.8,498.8
SUP_T1_00628,Greer-Pruitt Mfg,1,FI,95.3,208.3
SUP_T1_00629,"Mckinney, Richardson and Chapman Mfg",1,LK,79.2,497.4
SUP_T1_00630,"Morrison, Parsons and Brandt Mfg",1,LY,67.2,359.6
SUP_T1_00631,Cole-Lucero Mfg,1,MV,81.9,243.1
SUP_T1_00632,Lopez and Sons Mfg,1,SN,75.4,424.3
SUP_T1_00633,"Palmer, Bennett and Patterson Mfg",1,BY,64.7,240.7
SUP_T1_00634,"Baker, Martin and Singleton Mfg",1,FI,86.3,283.9
SUP_T1_00635,Rivera Ltd Mfg,1,BY,97.3,450.8
SUP_T1_00636,Williams LLC Mfg,1,UY,61.1,119.4
SUP_T1_00637,"Williams, Randolph and Gilbert Mfg",1,MM,71.0,444.6
SUP_T1_00638,"Turner, Tyler and Pierce Mfg",1,PL,63.0,154.1
SUP_T1_00639,Bowers LLC Mfg,1,NL,73.5,434.5
SUP_T1_00640,"Robinson, White and Jones Mfg",1,BW,73.6,105.3
SUP_T1_00641,"Moore, Daniels and Powell Mfg",1,NL,93.4,197.0
SUP_T1_00642,Walker-Lewis Mfg,1,ZW,70.7,436.7
SUP_T1_00643,Rivera-Carter Mfg,1,DJ,56.9,108.1
SUP_T1_00644,"Moreno, Barajas and Colon Mfg",1,KW,99.4,447.5
SUP_T1_00645,"Smith, Caldwell and Griffin Mfg",1,CU,57.2,432.6
SUP_T1_00646,"Austin, Oliver and Haley Mfg",1,BY,88.9,248.9
SUP_T1_00647,"Blackwell, James and Hogan Mfg",1,LU,65.7,38.4
SUP_T1_00648,Cruz PLC Mfg,1,CV,63.7,383.0
SUP_T1_00649,"Campbell, Pruitt and Short Mfg",1,GM,78.8,87.6
SUP_T1_00650,Robertson-Hicks Mfg,1,UY,56.5,222.5
SUP_T1_00651,Williams-Villanueva Mfg,1,TN,70.2,483.0
SUP_T1_00652,Flores Inc Mfg,1,TH,50.2,271.6
SUP_T1_00653,Jackson PLC Mfg,1,PL,97.5,447.1
SUP_T1_00654,"Smith, Jones and Santiago Mfg",1,UG,59.5,341.6
SUP_T1_00655,Hancock Group Mfg,1,YE,61.3,439.7
SUP_T1_00656,Harris Ltd Mfg,1,MM,56.4,197.9
SUP_T1_00657,"Rowe, Lucas and Case Mfg",1,MM,58.4,413.7
SUP_T1_00658,"Parks, Johnson and Love Mfg",1,ZW,97.4,233.4
SUP_T1_00659,Miller Inc Mfg,1,CG,79.8,175.5
SUP_T1_00660,Bauer PLC Mfg,1,IT,67.1,451.7
SUP_T1_00661,Andrews and Sons Mfg,1,SN,87.5,90.8
SUP_T1_00662,Russell-Hayes Mfg,1,BG,51.0,119.9
SUP_T1_00663,Hamilton-Smith Mfg,1,PE,60.6,20.7
SUP_T1_00664,"Wilson, Smith and Cortez Mfg",1,SA,58.4,189.6
SUP_T1_00665,Avila PLC Mfg,1,LK,68.8,323.8
SUP_T1_00666,Haynes Inc Mfg,1,MV,81.2,301.0
SUP_T1_00667,Reilly-Rodriguez Mfg,1,ST,83.1,330.2
SUP_T1_00668,"Turner, Miller and Hubbard Mfg",1,IS,52.4,66.7
SUP_T1_00669,James-Short Mfg,1,BA,69.0,278.2
SUP_T1_00670,Wells PLC Mfg,1,SO,85.1,110.7
SUP_T1_00671,Taylor Group Mfg,1,AR,65.1,334.2
SUP_T1_00672,"Phillips, Walters and Evans Mfg",1,CG,63.5,306.8
SUP_T1_00673,"Wong, Bernard and Smith Mfg",1,IT,70.9,450.3
SUP_T1_00674,"Thomas, Williams and Armstrong Mfg",1,TW,85.9,67.7
SUP_T1_00675,Medina-Arroyo Mfg,1,ME,89.2,253.9
SUP_T1_00676,Clark-Figueroa Mfg,1,IN,88.9,417.4
SUP_T1_00677,"Cooper, Gutierrez and Brewer Mfg",1,IN,67.9,210.8
SUP_T1_00678,"Thomas, White and Jensen Mfg",1,NO,52.0,253.2
SUP_T1_00679,Lee-White Mfg,1,BD,84.4,245.5
SUP_T1_00680,"Phelps, York and Randolph Mfg",1,TG,50.1,339.1
SUP_T1_00681,"Murray, Dunn and Roberts Mfg",1,ME,91.8,337.8
SUP_T1_00682,King and Sons Mfg,1,DJ,97.5,392.0
SUP_T1_00683,"Carpenter, Lynn and Howard Mfg",1,BW,86.2,59.6
SUP_T1_00684,"Rios, Garcia and Harvey Mfg",1,ML,82.2,233.8
SUP_T1_00685,Stewart Group Mfg,1,BZ,63.2,34.5
SUP_T1_00686,Jensen-Torres Mfg,1,LU,93.7,427.6
SUP_T1_00687,"Hernandez, Knight and Aguirre Mfg",1,HN,90.1,163.2
SUP_T1_00688,Jackson-Edwards Mfg,1,ME,54.7,381.5
SUP_T1_00689,Joseph Ltd Mfg,1,GD,50.5,77.8
SUP_T1_00690,Hill-Ward Mfg,1,GM,66.4,448.3
SUP_T1_00691,"Quinn, Humphrey and Ford Mfg",1,BJ,93.9,55.5
SUP_T1_00692,Hampton-Tucker Mfg,1,KZ,59.1,206.4
SUP_T1_00693,Thompson PLC Mfg,1,CU,63.6,199.0
SUP_T1_00694,Wilkinson and Sons Mfg,1,AE,90.0,327.9
SUP_T1_00695,"Gonzalez, Gross and Sims Mfg",1,GM,55.7,351.1
SUP_T1_00696,"Jones, Smith and Hunter Mfg",1,UA,99.1,423.7
SUP_T1_00697,Hess PLC Mfg,1,VC,70.8,299.5
SUP_T1_00698,Hammond-Lewis Mfg,1,BA,59.1,196.1
SUP_T1_00699,Arnold PLC Mfg,1,SN,80.6,432.7
SUP_T1_00700,"Kennedy, Rowe and Diaz Mfg",1,PE,74.2,249.2
SUP_T1_00701,Vance PLC Mfg,1,KW,72.0,41.0
SUP_T1_00702,"Vincent, Anderson and Mason Mfg",1,MN,50.6,435.5
SUP_T1_00703,Sanders PLC Mfg,1,UG,88.4,292.6
SUP_T1_00704,Bates PLC Mfg,1,CM,98.9,338.2
SUP_T1_00705,"Martin, Palmer and Griffin Mfg",1,KZ,76.0,347.2
SUP_T1_00706,Knight PLC Mfg,1,TJ,71.6,366.1
SUP_T1_00707,"Brennan, Thomas and Dennis Mfg",1,AE,67.3,341.4
SUP_T1_00708,Williams-Juarez Mfg,1,TH,57.4,415.0
SUP_T1_00709,Brown LLC Mfg,1,ST,50.6,467.8
SUP_T1_00710,Williams and Sons Mfg,1,SA,92.4,427.4
SUP_T1_00711,"Velez, Ward and Harrison Mfg",1,GM,53.7,250.9
SUP_T1_00712,Keith-Williams Mfg,1,TG,66.5,146.3
SUP_T1_00713,"Nguyen, Padilla and Boyd Mfg",1,SA,61.1,325.2
SUP_T1_00714,Davenport-Baker Mfg,1,BG,90.9,48.6
SUP_T1_00715,"Hudson, Bennett and Gray Mfg",1,BA,90.1,229.6
SUP_T1_00716,"Valdez, Houston and Black Mfg",1,TV,72.4,68.2
SUP_T1_00717,Kaufman-Walker Mfg,1,TV,87.3,18.7
SUP_T1_00718,Gomez-Parrish Mfg,1,BG,70.6,283.0
SUP_T1_00719,Sparks-Eaton Mfg,1,DZ,91.3,398.0
SUP_T1_00720,Shaw and Sons Mfg,1,ZW,94.5,285.5
SUP_T1_00721,Martin-Jones Mfg,1,CU,97.5,188.0
SUP_T1_00722,"Campbell, Hernandez and Moore Mfg",1,ST,90.8,423.7
SUP_T1_00723,"Love, Wilson and Hall Mfg",1,IQ,78.0,313.7
SUP_T1_00724,Cortez-Olson Mfg,1,SO,85.8,188.0
SUP_T1_00725,Mendoza-Garza Mfg,1,CV,55.7,382.1
SUP_T1_00726,"Whitaker, Johnson and Williams Mfg",1,CM,50.1,184.0
SUP_T1_00727,"Vargas, Taylor and Hunt Mfg",1,BZ,77.4,193.2
SUP_T1_00728,"Thomas, Jackson and Nielsen Mfg",1,VC,52.3,90.4
SUP_T1_00729,"Mullen, Greene and Elliott Mfg",1,IT,91.1,373.8
SUP_T1_00730,Johns Ltd Mfg,1,KW,55.3,309.3
SUP_T1_00731,"Nicholson, Valentine and Robinson Mfg",1,LY,56.0,427.6
SUP_T1_00732,"Haney, Dillon and Jackson Mfg",1,PK,72.9,392.9
SUP_T1_00733,Burke-Norton Mfg,1,KZ,55.4,213.1
SUP_T1_00734,Hanson PLC Mfg,1,NL,88.6,230.7
SUP_T1_00735,Jackson-Jennings Mfg,1,SA,56.7,254.4
